Precinct,Registered_Voters,Absentee_TaylorRehmet,Early_TaylorRehmet,Election_TaylorRehmet,TotalVotes_TaylorRehmet,Absentee_LeighWambsganss,Early_LeighWambsganss,Election_LeighWambsganss,TotalVotes_LeighWambsganss,TotalVotesAll,VTD,CountyFIPS,County,CNTY,CNTYVTD,VTDKEY,total,anglo,nanglo,asian,black,hisp,bh,vap,anglovap,nanglovap,asianvap,blackvap,hispvap,bhvap,Winner,pct_hisp,Rehmet_Pct,Wambsganss_Pct,Vote_Margin_Pct,pct_nonwhite
4591,4039,3,127,190,320,2,85,91,178,498,4591,439,TARRANT,439,2204591,8629,5231,2508,2723,492,775,1404,2096,3600,1793,1807,335,516,896,1375,Taylor Rehmet,0.2683999235327853,64.2570281124498,35.7429718875502,28.514056224899605,0.5205505639457083
4592,0,0,0,0,0,0,0,0,0,0,4592,439,TARRANT,439,2204592,8630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4593,930,0,5,37,42,1,2,2,5,47,4593,439,TARRANT,439,2204593,8631,1769,394,1375,29,205,1130,1327,1244,336,908,22,154,723,870,Taylor Rehmet,0.6387789711701526,89.36170212765957,10.638297872340425,78.72340425531914,0.7772752967778406
4595,102,0,0,0,0,0,1,2,3,3,4595,439,TARRANT,439,2204595,8632,220,72,148,1,3,142,145,154,54,100,0,3,95,98,Leigh Wambsganss,0.6454545454545455,0.0,100.0,-100.0,0.6727272727272727
4596,159,0,9,9,18,0,1,0,1,19,4596,439,TARRANT,439,2204596,8633,295,32,263,77,3,177,180,211,28,183,65,1,114,115,Taylor Rehmet,0.6,94.73684210526315,5.263157894736842,89.47368421052632,0.8915254237288136
4599,3099,5,106,176,287,6,67,113,186,473,4599,439,TARRANT,439,2204599,8634,4744,2573,2171,505,637,992,1574,3313,1864,1449,334,406,654,1039,Taylor Rehmet,0.209106239460371,60.676532769556026,39.323467230443974,21.353065539112052,0.4576306913996627
4602,0,0,0,0,0,0,0,0,0,0,4602,439,TARRANT,439,2204602,8635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4604,1,0,0,0,0,0,0,0,0,0,4604,439,TARRANT,439,2204604,8636,22,4,18,2,6,7,13,15,0,15,2,3,7,10,Tie,0.3181818181818182,0,0,0,0.8181818181818182
4615,0,0,0,0,0,0,0,0,0,0,4615,439,TARRANT,439,2204615,8637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4620,81,0,2,0,2,0,0,0,0,2,4620,439,TARRANT,439,2204620,8638,545,111,434,10,44,370,412,364,85,279,9,32,233,263,Taylor Rehmet,0.6788990825688074,100.0,0.0,100.0,0.7963302752293578
4629,0,0,0,0,0,0,0,0,0,0,4629,439,TARRANT,439,2204629,8639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4632,0,0,0,0,0,0,0,0,0,0,4632,439,TARRANT,439,2204632,8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4634,1266,3,50,75,128,2,17,19,38,166,4634,439,TARRANT,439,2204634,8642,1848,1294,554,193,120,213,331,1801,1269,532,188,110,207,317,Taylor Rehmet,0.11525974025974026,77.10843373493977,22.89156626506024,54.216867469879524,0.29978354978354976
4638,1459,2,63,104,169,1,26,67,94,263,4638,439,TARRANT,439,2204638,8643,876,431,445,83,125,211,323,633,319,314,57,93,138,223,Taylor Rehmet,0.2408675799086758,64.25855513307985,35.741444866920155,28.517110266159698,0.5079908675799086
4640,927,0,28,36,64,0,2,7,9,73,4640,439,TARRANT,439,2204640,8644,1082,518,564,44,97,411,497,962,502,460,43,82,323,396,Taylor Rehmet,0.3798521256931608,87.67123287671232,12.32876712328767,75.34246575342465,0.5212569316081331
4649,3587,5,152,110,267,4,166,117,287,554,4649,439,TARRANT,439,2204649,8645,5479,3077,2402,279,353,1677,1998,4032,2406,1626,200,240,1091,1317,Leigh Wambsganss,0.30607775141449167,48.194945848375454,51.80505415162455,-3.610108303249099,0.438401168096368
4650,4577,6,168,208,382,5,102,140,247,629,4650,439,TARRANT,439,2204650,8646,5584,2561,3023,428,1041,1478,2472,3782,1879,1903,267,638,891,1511,Taylor Rehmet,0.26468481375358166,60.73131955484896,39.268680445151034,21.462639109697925,0.5413681948424068
4666,0,0,0,0,0,0,0,0,0,0,4666,439,TARRANT,439,2204666,8647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4682,439,1,11,16,28,2,5,1,8,36,4682,439,TARRANT,439,2204682,8648,1009,148,861,43,22,798,819,720,141,579,40,7,532,539,Taylor Rehmet,0.7908820614469773,77.77777777777779,22.22222222222222,55.555555555555564,0.8533201189296333
4683,0,0,0,0,0,0,0,0,0,0,4683,439,TARRANT,439,2204683,8649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4685,6,0,0,2,2,0,0,0,0,2,4685,439,TARRANT,439,2204685,8650,18,1,17,1,5,13,17,8,1,7,0,2,5,7,Taylor Rehmet,0.7222222222222222,100.0,0.0,100.0,0.9444444444444444
4686,0,0,0,0,0,0,0,0,0,0,4686,439,TARRANT,439,2204686,8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4687,260,0,8,9,17,1,0,0,1,18,4687,439,TARRANT,439,2204687,8652,717,147,570,3,11,557,563,514,114,400,2,3,392,394,Taylor Rehmet,0.7768479776847977,94.44444444444444,5.555555555555555,88.88888888888889,0.7949790794979079
4689,173,0,7,5,12,1,3,4,8,20,4689,439,TARRANT,439,2204689,8653,328,103,225,5,5,216,220,247,96,151,5,5,142,146,Taylor Rehmet,0.6585365853658537,60.0,40.0,20.0,0.6859756097560976
4694,4656,3,98,178,279,3,66,72,141,420,4694,439,TARRANT,439,2204694,8654,3817,1829,1988,287,745,954,1660,2564,1306,1258,190,436,618,1033,Taylor Rehmet,0.24993450353680902,66.42857142857143,33.57142857142857,32.85714285714286,0.5208278752947341
4702,1793,2,69,102,173,5,32,58,95,268,4702,439,TARRANT,439,2204702,8655,2724,1449,1275,177,341,725,1043,1836,1002,834,112,206,482,677,Taylor Rehmet,0.26615271659324524,64.55223880597015,35.44776119402985,29.104477611940297,0.46806167400881055
4703,3229,2,85,138,225,0,34,38,72,297,4703,439,TARRANT,439,2204703,8656,5706,2215,3491,378,936,2125,2975,3852,1590,2262,273,561,1365,1891,Taylor Rehmet,0.37241500175254116,75.75757575757575,24.242424242424242,51.51515151515151,0.6118121275849983
4705,3166,5,82,120,207,0,36,55,91,298,4705,439,TARRANT,439,2204705,8657,5354,2134,3220,783,1063,1404,2375,3748,1576,2172,545,700,929,1578,Taylor Rehmet,0.26223384385506165,69.46308724832215,30.536912751677853,38.9261744966443,0.6014194994396713
4707,1923,1,47,86,134,1,14,20,35,169,4707,439,TARRANT,439,2204707,8658,3662,1369,2293,223,561,1482,1999,2402,991,1411,145,326,904,1209,Taylor Rehmet,0.4046968869470235,79.28994082840237,20.710059171597635,58.57988165680473,0.6261605679956308
4711,2521,2,94,95,191,3,85,58,146,337,4711,439,TARRANT,439,2204711,8659,4222,1497,2725,1011,556,1091,1619,3049,1183,1866,738,355,717,1060,Taylor Rehmet,0.2584083372809095,56.676557863501486,43.32344213649852,13.353115727002965,0.6454287067740407
4713,4516,7,118,175,300,5,67,108,180,480,4713,439,TARRANT,439,2204713,8660,5489,2590,2899,195,973,1659,2574,3892,1999,1893,144,615,1059,1645,Taylor Rehmet,0.30224084532701767,62.5,37.5,25.0,0.5281472034979049
4724,1117,0,25,17,42,1,41,53,95,137,4724,439,TARRANT,439,2204724,8661,1567,1202,365,37,41,234,269,1146,896,250,24,23,155,177,Leigh Wambsganss,0.14932992980216975,30.656934306569344,69.34306569343066,-38.68613138686132,0.23292916400765795
4730,4035,5,135,192,332,8,132,169,309,641,4730,439,TARRANT,439,2204730,8662,4445,2517,1928,362,533,963,1465,3221,1902,1319,257,351,651,983,Taylor Rehmet,0.21664791901012373,51.794071762870516,48.205928237129484,3.5881435257410317,0.43374578177727785
4733,2552,3,72,104,179,3,42,59,104,283,4733,439,TARRANT,439,2204733,8663,4554,1795,2759,1100,866,754,1585,2942,1198,1744,735,531,449,963,Taylor Rehmet,0.16556873078612208,63.25088339222616,36.74911660777385,26.501766784452307,0.6058410188844972
4736,2215,1,44,59,104,3,88,98,189,293,4736,439,TARRANT,439,2204736,8664,2695,2167,528,42,70,306,371,1990,1654,336,29,40,185,222,Leigh Wambsganss,0.11354359925788497,35.49488054607509,64.50511945392492,-29.010238907849832,0.19591836734693877
4737,1873,0,66,83,149,2,52,45,99,248,4737,439,TARRANT,439,2204737A,8665,2279,1180,1099,153,328,593,890,1659,934,725,104,208,395,590,Taylor Rehmet,0.2602018429135586,60.08064516129033,39.91935483870967,20.161290322580655,0.48222904782799475
4820,0,0,0,0,0,0,0,0,0,0,4820,439,TARRANT,439,2204820,8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tie,,0,0,0,
4829,3002,2,64,113,179,0,30,51,81,260,4829,439,TARRANT,439,2204829,8668,4479,1421,3058,1029,711,1353,1996,3085,1042,2043,766,413,852,1234,Taylor Rehmet,0.30207635632953783,68.84615384615384,31.153846153846153,37.692307692307686,0.6827416834114758
4830,1728,2,46,57,105,6,60,98,164,269,4830,439,TARRANT,439,2204830,8669,2044,1491,553,62,90,314,400,1417,1076,341,36,61,188,248,Leigh Wambsganss,0.15362035225048923,39.03345724907063,60.966542750929364,-21.933085501858734,0.2705479452054795
4832,1774,0,61,76,137,0,27,26,53,190,4832,439,TARRANT,439,2204832,8670,1144,562,582,48,149,344,487,784,399,385,37,99,209,305,Taylor Rehmet,0.3006993006993007,72.10526315789474,27.89473684210526,44.21052631578948,0.5087412587412588
4833,2116,2,78,114,194,1,100,108,209,403,4833,439,TARRANT,439,2204833,8671,2026,1430,596,81,158,293,444,1524,1115,409,56,105,197,301,Leigh Wambsganss,0.14461994076999013,48.13895781637717,51.86104218362283,-3.7220843672456567,0.29417571569595263
4836,3126,10,76,123,209,4,67,56,127,336,4836,439,TARRANT,439,2204836,8672,5598,2042,3556,787,1187,1550,2668,4070,1694,2376,566,723,1022,1719,Taylor Rehmet,0.2768846016434441,62.202380952380956,37.797619047619044,24.404761904761912,0.6352268667381208
4844,1820,2,40,73,115,0,29,44,73,188,4844,439,TARRANT,439,2204844,8673,2952,1241,1711,157,605,895,1464,1986,926,1060,102,356,554,896,Taylor Rehmet,0.3031842818428184,61.170212765957444,38.82978723404255,22.340425531914896,0.5796070460704607
4846,1720,3,49,39,91,2,16,33,51,142,4846,439,TARRANT,439,2204846A,8674,3462,1651,1811,233,721,802,1467,2885,1467,1418,202,552,597,1125,Taylor Rehmet,0.2316580011554015,64.08450704225352,35.91549295774648,28.16901408450704,0.523108030040439
4849,3336,1,83,137,221,0,39,81,120,341,4849,439,TARRANT,439,2204849,8676,4780,2444,2336,324,895,1025,1869,3085,1674,1411,207,522,607,1105,Taylor Rehmet,0.21443514644351463,64.80938416422288,35.19061583577713,29.618768328445746,0.4887029288702929
